   144/299     4.76G   0.02914    0.0176  0.001342   0.04808        42       640    0.9164    0.8853    0.9393    0.5564   0.03995   0.02906   0.01226
   145/299     4.76G   0.02905   0.01781  0.001382   0.04824        37       640    0.9267    0.8829    0.9422    0.5571   0.03991   0.02914   0.01225
   146/299     4.76G   0.02911   0.01743  0.001361    0.0479        14       640     0.936    0.8706    0.9415    0.5559   0.03987   0.02914   0.01225
   147/299     4.76G   0.02913   0.01757  0.001348   0.04805        31       640    0.9307    0.8758    0.9401    0.5569   0.03982    0.0292   0.01228
   148/299     4.76G   0.02896   0.01777  0.001424   0.04815         7       640    0.9234    0.8793    0.9408    0.5568   0.03979    0.0292   0.01224
   149/299     4.76G   0.02905   0.01769  0.001435   0.04817         7       640      0.94    0.8603    0.9395    0.5574    0.0398   0.02922   0.01217
   150/299     4.76G   0.02902   0.01758  0.001384   0.04798         5       640    0.9054    0.8919    0.9398    0.5571   0.03977   0.02922   0.01213
   151/299     4.76G   0.02885   0.01746  0.001346   0.04766        32       640    0.9046    0.8923    0.9393    0.5582   0.03969   0.02925   0.01203
   152/299     4.76G   0.02871   0.01744  0.001275   0.04743        62       640     0.904    0.8923    0.9396    0.5563   0.03961   0.02931   0.01198
   153/299     4.76G   0.02885   0.01745   0.00132   0.04762        15       640     0.903    0.8954    0.9406     0.558   0.03956   0.02936   0.01192
   154/299     4.76G   0.02882    0.0172  0.001314   0.04734        38       640    0.9327    0.8666    0.9404    0.5573   0.03951   0.02936   0.01185
   155/299     4.76G   0.02879   0.01729  0.001318   0.04741        12       640    0.9378    0.8641    0.9403    0.5571   0.03946   0.02941    0.0118
   156/299     4.76G    0.0287   0.01773    0.0013   0.04773         3       640    0.9128    0.8869    0.9414    0.5574   0.03942   0.02941   0.01179
   157/299     4.76G   0.02874   0.01751  0.001286   0.04753        42       640    0.9136    0.8877     0.941     0.557    0.0394   0.02944   0.01177
   158/299     4.76G   0.02877   0.01727  0.001368   0.04741        21       640    0.9082    0.8905    0.9401    0.5574   0.03936   0.02942   0.01172
   159/299     4.76G   0.02885   0.01744  0.001377   0.04767         2       640    0.9097    0.8913    0.9413    0.5584   0.03933   0.02943    0.0117
   160/299     4.76G   0.02856   0.01725  0.001323   0.04713        13       640    0.8991    0.8937    0.9397    0.5581   0.03929   0.02945   0.01171
   161/299     4.76G   0.02854   0.01709  0.001336   0.04697         5       640    0.9132    0.8888    0.9408    0.5586   0.03928   0.02946   0.01173
   162/299     4.76G    0.0284   0.01732  0.001354   0.04708        20       640    0.9038    0.8953    0.9408    0.5585   0.03928   0.02947   0.01174
   163/299     4.76G   0.02852   0.01721   0.00126   0.04699        44       640    0.9015    0.8973    0.9417    0.5588   0.03925   0.02949   0.01173
   164/299     4.76G   0.02831   0.01731  0.001311   0.04693        37       640    0.8999    0.8991    0.9414    0.5595   0.03923   0.02954   0.01173
   165/299     4.76G     0.028   0.01699  0.001225   0.04621        18       640    0.9173    0.8817    0.9412    0.5583   0.03921   0.02955   0.01174
   166/299     4.76G   0.02844   0.01691  0.001231   0.04658         7       640    0.9178     0.882    0.9417    0.5592   0.03917   0.02956   0.01173
   167/299     4.76G   0.02824   0.01726   0.00126   0.04676        13       640    0.9155    0.8847    0.9407    0.5579   0.03914   0.02958   0.01172
   168/299     4.76G    0.0281     0.017  0.001291   0.04639        23       640    0.9184    0.8814    0.9409    0.5586   0.03911    0.0296   0.01172
   169/299     4.76G   0.02813   0.01726  0.001269   0.04666        27       640    0.9184    0.8823    0.9409    0.5591   0.03911   0.02961   0.01174
   170/299     4.76G   0.02827   0.01731  0.001252   0.04683        26       640    0.9183    0.8811      0.94     0.559    0.0391   0.02965   0.01177
   171/299     4.76G   0.02799   0.01705  0.001233   0.04627        28       640    0.9216    0.8821    0.9415    0.5588   0.03909   0.02963   0.01178
   172/299     4.76G   0.02807   0.01702  0.001242   0.04633         5       640    0.9193    0.8794    0.9404    0.5599    0.0391   0.02964   0.01179
   173/299     4.76G   0.02805   0.01728  0.001227   0.04655         9       640    0.9174    0.8857    0.9421    0.5598    0.0391   0.02966    0.0118
   174/299     4.76G   0.02795    0.0172  0.001231   0.04639        18       640    0.9196    0.8848    0.9428    0.5595   0.03909   0.02964   0.01178
   175/299     4.76G   0.02799   0.01703  0.001299   0.04632        38       640    0.9197    0.8842    0.9428    0.5603   0.03908   0.02968   0.01177
   176/299     4.76G   0.02784   0.01695  0.001219   0.04601        16       640    0.9172    0.8851    0.9423    0.5602   0.03907   0.02965   0.01176
   177/299     4.76G   0.02762   0.01682  0.001203   0.04564        44       640    0.9113    0.8898    0.9426    0.5598   0.03905   0.02971   0.01176
   178/299     4.76G    0.0274   0.01673  0.001132   0.04525        16       640    0.9122    0.8893    0.9425    0.5597   0.03904   0.02968   0.01177
   179/299     4.76G   0.02773   0.01703  0.001236     0.046        16       640    0.9178    0.8828    0.9439    0.5607   0.03903   0.02971   0.01179
   180/299     4.76G   0.02755   0.01677  0.001142   0.04547        10       640    0.8973    0.9041    0.9438    0.5604   0.03902   0.02975   0.01179
   181/299     4.76G   0.02753   0.01712   0.00114   0.04579        26       640    0.8976    0.9024    0.9433    0.5606     0.039   0.02973    0.0118
   182/299     4.76G   0.02769   0.01693  0.001236   0.04586         2       640    0.9095    0.8891    0.9437    0.5612   0.03898   0.02976   0.01181
   183/299     4.76G   0.02758   0.01678  0.001188   0.04555        21       640    0.9169    0.8853    0.9434    0.5614   0.03895   0.02982   0.01181
   184/299     4.76G   0.02742   0.01665  0.001238   0.04531        37       640    0.9159    0.8847    0.9434    0.5623   0.03893    0.0298   0.01182
   185/299     4.76G   0.02742   0.01653  0.001136   0.04508        12       640     0.898     0.902    0.9435    0.5626   0.03892   0.02983   0.01184
   186/299     4.76G   0.02752    0.0169  0.001206   0.04562        25       640    0.9057    0.8967    0.9435    0.5615   0.03891   0.02985   0.01185
   187/299     4.76G   0.02723   0.01663  0.001165   0.04502        17       640    0.8992    0.9003    0.9434    0.5617   0.03889   0.02986   0.01187
   188/299     4.76G   0.02724   0.01645  0.001076   0.04476        27       640    0.9199    0.8822    0.9433    0.5621   0.03888   0.02989   0.01187
   189/299     4.76G   0.02718   0.01654  0.001107   0.04482        17       640    0.9081    0.8936    0.9431    0.5626   0.03887   0.02986   0.01187
   190/299     4.76G   0.02726   0.01675  0.001166   0.04518        16       640    0.9184    0.8832    0.9431    0.5634   0.03886   0.02986   0.01187
   191/299     4.76G   0.02702   0.01675  0.001118   0.04489         7       640    0.9113    0.8918    0.9432    0.5633   0.03885   0.02988   0.01187
   192/299     4.76G   0.02716   0.01685  0.001168   0.04518        20       640    0.9116    0.8916    0.9433    0.5631   0.03884   0.02991   0.01186
   193/299     4.76G    0.0271   0.01659  0.001156   0.04485        32       640    0.9125    0.8903    0.9433    0.5632   0.03883    0.0299   0.01186
   194/299     4.76G   0.02683   0.01638  0.001125   0.04434        17       640    0.9121    0.8904    0.9433    0.5633   0.03883   0.02991   0.01187
   195/299     4.76G   0.02696   0.01655  0.001087    0.0446        53       640     0.914    0.8897    0.9433     0.563   0.03881   0.02987   0.01188
   196/299     4.76G   0.02704    0.0164   0.00116    0.0446        34       640    0.9146    0.8889    0.9437    0.5635    0.0388   0.02991   0.01188
   197/299     4.76G   0.02693   0.01655  0.001101   0.04458        31       640    0.9143    0.8903    0.9436    0.5636    0.0388    0.0299   0.01189
